Column_or_Row_Name,Unit,Definition,Data_Type,Term_Type
Temperature_3_Range,degree_celsius,The range of temperature from miniDOT 3 of 3 (maximum value minus the minimum value).,numeric,column_header
Temperature_3_RMSE,degree_celsius,The root mean square error (RMSE) for the linear regression of miniDOT 3 temperature data against time.,numeric,column_header
Temperature_3_Rsquared,N/A,R-squared value for the linear regression of miniDOT 3 temperature data against time.,numeric,column_header
Temperature_3_Slope,degree_celsius_per_minute,Slope of the line for the linear regression of miniDOT 3 temperature sample data against time.,numeric,column_header
Temperature_Mean,degree_celcius,Water temperature. Mean of MiniDOT sensor time series temperature data for individual incubation replicates and averaged over three miniDOTs.,numeric,column_header
Term_Type,N/A,Indicates whether the header is a column header or row header.,text,column_header
Total_Drainage_Area,square_kilometers,Total drainage area upstream from site.,numeric,column_header
Total_Ecosystem_Respiration_Areal,grams_dissolved oxygen_per_square_meter_per_day,Daily reach-averaged ecosystem respiration rate (ERtot) data in original areal units predicted using streamMetabolizer as described in Appling et al. (2018b; 2018c). The dataset is from the Appling et al. (2018c) data release and can be downloaded directly at https://www.sciencebase.gov/catalog/item/59bff507e4b091459a5e0982.,numeric,column_header
Total_Ecosystem_Respiration_Volumetric,milligrams_dissolved oxygen_per_liter_per_day,Mean daily reach-averaged ecosystem respiration rate (ERtot) in volumetric units. Mean ERtot in volumetric units were calculated for the 356 rivers and streams in the Appling et al. (2018b; 2018c) dataset by multiplying predicted ERtot (in original areal units) by river depth for each daily observation; summing new ERtot daily values (in volumetric units) for each site; and dividing the sum by the number of observations for each site.,numeric,column_header
Total_Number_of_Transformations,count,Total number of organic matter (OM) biochemical transformations in each sample.,numeric,column_header
tree_cov_evc_MAX,N/A,Maximum tree cover in the catchment (z-score).,numeric,column_header
tree_cov_evc_MEAN,N/A,Mean tree cover in the catchment (z-score).,numeric,column_header
tree_cov_evc_MIN,N/A,Minimum tree cover in the catchment (z-score).,numeric,column_header
tree_cov_evc_STD,N/A,Standard deviation tree cover in the catchment (z-score).,numeric,column_header
tree_hgt_evh_MAX,N/A,Maximum tree height in the catchment (z-score).,numeric,column_header
tree_hgt_evh_MEAN,N/A,Mean tree height in the catchment (z-score).,numeric,column_header
tree_hgt_evh_MIN,N/A,Minimum tree height in the catchment (z-score).,numeric,column_header
tree_hgt_evh_STD,N/A,Standard deviation tree height in the catchment (z-score).,numeric,column_header
Unit,N/A,Unit of measurement that applies to a given column or row in the data package.,text,column_header
Unit_Basis,N/A,Basis of the units listed in the column.,text,row_header
Water_Column_Respiration,milligrams_dissolved oxygen_per_liter_per_day,Water column respiration (ERwc; this study). Slope of the line for the linear regression of miniDOT dissolved oxygen sample data against time and averaged for three miniDOTs.,numeric,column_header
Water_Column_Respiration_Literature,milligrams_dissolved oxygen_per_liter_per_day,Published literature values of water column respiration rates (ERwc) for 25 rivers and streams across the conterminous United States and the Amazon River Basin. The data and detailed methods for calculating ERwc for each site are provided in Table 2 and further described in the manuscript.,numeric,column_header
WHP_MAX,N/A,Maximum wildfire hazard potential in the catchment (z-score).,numeric,column_header
WHP_MEAN,N/A,Mean wildfire hazard potential in the catchment (z-score).,numeric,column_header
WHP_MIN,N/A,Minimum wildfire hazard potential in the catchment (z-score).,numeric,column_header
WHP_STD,N/A,Standard deviation wildfire hazard potential in the catchment (z-score).,numeric,column_header
Year,YYYY,Year of the cited reference for the source of published literature values of water column respiration rates (ERwc) provided in Table 2 and described in more detail in the manuscript. See References section in the manuscript for full citations.,numeric,column_header
