Site_ID,Latitude,Longitude,IGSN,Description,Physiographic_Feature_Name,COMID,RawCOMID_Used,Country,Methods_and_Flags,Submission_Contact_Name,Submission_Contact_Email
SORAV3,46.1372,-72.9493,10.58052/IEWDR01CD,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
SP-1,41.3093,-83.1578,10.58052/IEWDR01L6,stream,Sandusky River,15612718,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-10,32.3505,-111.0953,10.58052/IEWDR01L7,stream,Santa Cruz River,15903137,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-13,32.4713,-111.3042,10.58052/IEWDR01L8,stream,Santa Cruz River,15890430,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-14,46.4979,-84.3742,10.58052/IEWDR01L9,stream,St. Marys River,904020533,FALSE,United States,COMID_06; COMID_05; RawCOMID_904020534; Flag_00,James Stegen,james.stegen@pnnl.gov
SP-15,30.4384,-91.1912,10.58052/IEWDR01LA,stream,Mississippi RIver,19088319,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-2,41.3166,-102.126,10.58052/IEWDR01LB,stream,North Platte River,17461568,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-4,33.8277,-79.0449,10.58052/IEWDR01LC,stream,Waccamaw River,9071958,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-5,33.684,-84.4153,10.58052/IEWDR01LD,stream,South River,6333706,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
SP-6,45.0844,-92.7856,10.58052/IEWDR01LE,stream,St. Croix,2649684,FALSE,United States,COMID_06; COMID_05; RawCOMID_2648950; Flag_00,James Stegen,james.stegen@pnnl.gov
SP-8,44.5505,-123.2497,10.58052/IEWDR01LF,stream,Willamette River,23763009,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
SP-9,44.556,-123.2769,10.58052/IEWDR01LG,stream,Marys River,23762881,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
STA1,46.5744,-72.1006,10.58052/IEWDR01CR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STA2,46.5685,-72.0997,10.58052/IEWDR01CQ,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STA3,46.5625,-72.1057,10.58052/IEWDR01CP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STAN1,47.7465,-69.8901,10.58052/IEWDR01D4,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STIR1,47.5506,-70.1852,10.58052/IEWDR01D3,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STJO1,47.4457,-70.3002,10.58052/IEWDR01D2,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STL1,44.8972,-75.1665,10.58052/IEWDR01B3,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STL1.5,44.9537,-74.9918,10.58052/IEWDR01B4,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STL2,45.0061,-74.7747,10.58052/IEWDR01B7,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STM1,46.3501,-72.5302,10.58052/IEWDR01CL,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STM2,46.3473,-72.5271,10.58052/IEWDR01CO,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STM3,46.3456,-72.5168,10.58052/IEWDR01CN,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
STM4,46.3369,-72.518,10.58052/IEWDR01CM,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
T02,46.232095,-119.999,10.58052/IEPRS008Z,stream,Yakima River,23099678,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T03,46.530817,-120.470337,10.58052/IEPRS0090,stream,Yakima River,23099844,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T05,46.728776,-120.713733,10.58052/IEPRS0091,stream,Naches River,24425579,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T05P,46.98904,-121.09921,10.58052/IEPRS0093,stream,Little Naches River,24422823,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T06,46.97777,-121.16953,10.58052/IEPRS0094,stream,American River,24422913,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T07,46.255319,-119.47405,10.58052/IEPRS0092,stream,Yakima River,947030105,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T41,46.72411,-120.70039,10.58052/IEPRS0095,stream,Naches River,24425579,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
T42,46.72895,-120.71431,10.58052/IEPRS0096,stream,Naches River,24425579,TRUE,United States,COMID_00,James Stegen,james.stegen@pnnl.gov
TAY-RES,38.8183,-106.6086,10.58052/IEWDR00XM,stream,Taylor River below reservoir,1333490,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
TAY-TAY,38.8604,-106.567,10.58052/IEWDR00XN,stream,Taylor River at Taylor Park,1333022,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
TCL1,45.6656,-73.4644,10.58052/IEWDR01BP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TCM1,45.7069,-73.4787,10.58052/IEWDR01BT,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TCM1.5,45.5894,-73.4973,10.58052/IEWDR01BQ,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TCM2,45.7051,-73.4556,10.58052/IEWDR01BS,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TCM2.5,45.6758,-73.458,10.58052/IEWDR01BR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TCM3,45.7038,-73.4447,10.58052/IEWDR01BU,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI01,44.2132,-76.5457,10.58052/IEWDR01AS,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI02,44.24024,-76.41803,10.58052/IEWDR01AU,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI03,44.2593,-76.3784,10.58052/IEWDR01AV,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI04,44.3034,-76.1969,10.58052/IEWDR01AT,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI05,44.3232,-76.1668,10.58052/IEWDR01AP,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI06,44.3244,-76.159,10.58052/IEWDR01AN,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
THI07,44.484,-75.8268,10.58052/IEWDR01AR,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TRA1,45.9966,-73.1873,10.58052/IEWDR01C5,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TRA2,46.004,-73.175,10.58052/IEWDR01C7,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TRA3,45.9969,-73.1741,10.58052/IEWDR01C6,stream,St. Lawrence River,-9999,N/A,Canada,COMID_08,James Stegen,james.stegen@pnnl.gov
TRO-GAT,44.801195,-121.06603,10.58052/IEWDR00XO,stream,Trout Creek,23732545,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
U20,46.898642,-120.642233,10.58052/IEPRS007U,stream,Umtanum Creek,24126427,TRUE,United States,COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov
U22,46.9079,-120.690378,10.58052/IEPRS00V3,stream,Umtanum Creek,24126443,FALSE,United States,COMID_00; RawCOMID_24126441; Flag_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov
W10,46.867453,-120.77439,10.58052/IEPRS007T,stream,Wenas Creek,24126509,TRUE,United States,COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov
W20,46.832844,-120.710935,10.58052/IEPRS007S,stream,Wenas Creek,24126487,TRUE,United States,COMID_00,Allison Myers-Pigg,allison.myers-pigg@pnnl.gov
WHY-SIS,44.287949,-121.544078,10.58052/IEWDR00XP,stream,Whychus Creek,23700305,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
WIL-COR,44.566361,-123.256806,10.58052/IEWDR00XQ,stream,Willamette River at Corvallis,23762877,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
WIL-GOS,43.9806,-122.9653,10.58052/IEWDR00XR,stream,Coast Fork Willamette River,23759228,TRUE,United States,COMID_01,James Stegen,james.stegen@pnnl.gov
WIL-HAR,44.2701246,-123.1748105,10.58052/IEWDR00XS,stream,Willamette River at Harrisburg,23763337,TRUE,United States,COMID_02; COMID_05,James Stegen,james.stegen@pnnl.gov
WIL-JAS,43.9983,-122.905,10.58052/IEWDR00XT,stream,Middle Fork Willamette River,23751778,FALSE,United States,COMID_06; RawCOMID_23752718; Flag_00,James Stegen,james.stegen@pnnl.gov
WIL-POR,45.5175,-122.6692,10.58052/IEWDR00XU,stream,Willamette River at Portland,23815040,TRUE,United States,COMID_02,James Stegen,james.stegen@pnnl.gov
